ID,sentences,label
9436,This chapter records the second banquet of Esther.,idea
9437,It was also during this time that he became acquainted with Rabbeinu Tam.,person
9438,Gilbert opted to continue his life underground.,place
9439,"Her pension has ceased and she has literally starved to death, despite apparent prosperity.",idea
9440,"During his career, Dunston resided in Fremont, California.",place
9441,This is Lear's first facility in Macedonia.,place
9442,The origin of Gediminas himself is much debated.,person
9443,The organization was incorporated as the Society of Women Engineers two years later.,thing
9444,It finally crosses Bulgaria before reaching Turkey.,place
9445,"And that's good, because we're obviously not it.",idea
9446,"Sadler continued to struggle despite the new ownership, and resigned from the ride midseason.",person
9447,He could be killed only by extinguishing all five lamps the same time.,thing
9448,They orated over topics like poetry and public speaking.,idea
9449,These roughened knobs were likely to have been used for inter- and intra-specific interactions.,thing
9450,The word Sungai means river in Malay.,idea
9451,The Suriname cherry is often used in gardens as a hedge or screen.,thing
9452,The genus Jablonskia is monotypic.,idea
9453,"Released, the puppet warily explores the darkened rooms about him.",thing
9454,Peslyak is the author of the widely popular password cracking tool John the Ripper.,person
9455,"His areas of expertise include wave propagation, laser beam shaping and laser cavities.",idea
9456,His home from the age of seven was a former Carthusian monastery.,place
9457,It is named after geologist Larry Crumpler.,person
9458,The receptors for enkephalin are the delta opioid receptors and mu opioid receptors.,thing
9459,"Men performed the ritual for men, and women performed the ritual for women.",idea
9460,"Rapini is available all year long, but its peak season is fall to spring.",thing
9461,Main Source member Large Professor also makes a minor cameo towards the end.,person
9462,She was a member of the Winnipeg Business and Professional Club.,person
9463,He has a commerce degree in marketing and international business from McGill University.,idea
9464,"Sales is best known for his daily children's television show, ""Lunch with Soupy Sales"".",person
9465,X' and his organization.,person
9466,"Jeeves, let us get this clear.",person
9467,That's perfectly in keeping with the period,idea
9468,I'll forward you the latest email.,thing
9469,"Helen, can you please stop winding your sister up?",person
9470,Five hectares of land have been allocated.,place
9471,Protests have occurred in at least seventeen cities in San Diego County.,place
9472,Whether Ramadan was ethnically Korean is unknown.,person
9473,Besides stage roles she has also participated on films and television series.,person
9474,Both father and son salute the trooper heartily.,person
9475,It was a beautiful little place.,place
9476,But it’s the world’s way.,idea
9477,And you've pretty near broken my toe.,thing
9478,Some are known to add also beer or whiskey for extra flavor.,thing
9479,"Historically, the city belongs to Oberhessen.",place
9480,"There are no spandrel panels, and the mullions are minimal.",thing
9481,Salford Council maintains a design guide for Ellesmere Park.,place
9482,Parker and Pauline manage to escape.,person
9483,Bayley kept this in mind and determined some day to prospect the area himself.,person
9484,"The legislature has since amended the ""Act"" numerous times.",idea
9485,His show featured the music of African-American recording artists.,idea
9486,It is upstairs.,place
9487,"Now, good-bye, and be very happy!",idea
9488,"The sudden glare made them blink, and I stood scanning the three faces.",thing
9489,"How I persuaded myself that this was likely, I don't know.",idea
9490,"""Don't mind this gentleman,"" he says in his quiet way.",person
9491,Spring Farm is off the Camden Bypass.,place
9492,He is married and has two children - Jakub and Aneta.,person
9493,This class is further broken into three orders.,idea
9494,"It can also cause surprises, particularly within comments.",idea
9495,Bradley was not retained following Egypt's elimination.,person
9496,"The caption refers to him as having ""fallen in combat"".",idea
9497,He was overlooked for the third and fourth tests.,idea
9498,"As Margaret's feminine qualities strengthen, her male counterparts are increasingly threatened.",idea
9499,"He had surgery the next day, but the outlook was bleak.",idea
9500,"John Terra of ""Computer Shopper"" mostly praised the game.",person
9501,"It is well drained, moderately deep, and slightly to moderately acidic.",thing
9502,"It was subsequently settled by Icelanders, Ukrainians and various English-speaking nationalities.",place
9503,Navy blue and gold are the traditional colors of the United States Navy.,idea
9504,What Peter believes is that the predicate 'is out to get Peter' is satisfied.,idea
9505,"The cover photograph showed Planet, riding bareback on a horse, with Morrison walking alongside.",person
9506,"However, they usually walk out saying, 'Wow, what a surprise!",idea
9507,Between her third and fourth year of university she married for the first time.,person
9508,They won the title with their fifth championship point.,idea
9509,The timing difference is an important part of this storm's interpretation.,idea
9510,"With each trip around the counter, the trail became thicker.",thing
9511,Five people are standing outside at night.,place
9512,Three men sitting behind a building.,thing
9513,A hotair balloon getting filled.,thing
9514,A woman holding a kite in front of a child.,thing
9515,"Freeman lives in Huntington, New York on Long Island.",place
9516,All craters on Venus are named after famous women or female first names.,thing
9517,The eggs are white heavily spotted with brown.,thing
9518,Undyed madras cloth became popular in Europe because it was lightweight and breathable.,thing
9519,"This peak has in the past been called ""East Palisade"" and ""Thumb Peak"".",place
9520,Pechinki is the nearest rural locality.,place
9521,During the season Howard Spencer was captain of the club.,person
9522,Head and pronotum copper or bronze lustre.,thing
9523,He suggested that Vivian and John kiss.,idea
9524,He was influenced by David Sharp and Edward Poulton.,person
9525,Balutis studied English and calculus used in civil engineering.,person
9526,Guggenheimer has been involved with photography and cameras since his childhood.,person
9527,He attempted to destroy every trace of the Spanish presence in New Mexico.,place
9528,"Realizing who Newton was, Frey called for backup.",person
9529,"Traditionally, it was founded by Saint Bridget in the sixth century.",place
9530,The tower is unique in its bold approach to historic reconstruction.,thing
9531,"The song from that movie, Where Is Your Heart?",thing
9532,Additional resources are also attracted into production and can be profitably employed.,idea
9533,Denmark's win was their first.,idea
9534,"However, Nathaniel arrived in the present to kidnap Franklin Richards.",person
9535,"It generally indicates a poor prognosis, and usually progresses to complete apnea.",idea
9536,"Parker has made appearances on ""Larry King Live"" and E!",person
